,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,rating
Far from the Madding Crowd,0.0749017521739006,166418.0,18.69174575805664,84.7837142944336,0.03683324158191681,0.023020774126052856,0.524199903011322,0.4759840965270996,1.3757123947143555,0.44308313727378845,0.478145033121109,75.090576171875,6.5449538230896,-0.0022254169452935457,0.020857777446508408,-0.00517495209351182,0.07849320769309998,6.72101232339628e-05,0.07337925583124161,0.19921067357063293,138.67694091796875,9.483269691467285,8.098207473754883,3.94
Persuasion,0.06117401644587517,97852.0,26.801698684692383,125.96411895751953,0.06929608434438705,0.03368939831852913,0.37743082642555237,0.43569785356521606,1.424727201461792,0.484437495470047,0.48319971561431885,63.243865966796875,10.08197021484375,0.022997388616204262,0.024049269035458565,0.01893172599375248,0.08443038910627365,0.00020495589706115425,0.08201909065246582,0.20399299263954163,120.80701446533203,9.025154113769531,8.267041206359863,4.13
Far from the Madding Crowd,0.0713699534535408,168152.0,20.041587829589844,90.92195129394531,0.03503336384892464,0.022044803947210312,0.5396806597709656,0.4597785174846649,1.3827729225158691,0.44173479080200195,0.4789900481700897,73.3449935913086,7.069472312927246,-0.0020525020081549883,0.01978365145623684,-0.008077090606093407,0.07861114293336868,8.792454173089936e-05,0.07343099266290665,0.19855369627475739,138.39730834960938,9.47089672088623,8.152255058288574,3.94
Violists,0.1488221436738968,25003.0,17.8232364654541,82.12330627441406,0.008553100749850273,0.019244475290179253,0.4183891713619232,0.5722284317016602,1.3869816064834595,0.4199543297290802,0.45505672693252563,74.70325469970703,6.4604315757751465,0.0061000497080385685,0.016450747847557068,0.0008081833366304636,0.07600149512290955,9.781337575986981e-05,0.07732166349887848,0.2044306844472885,276.37261962890625,9.211088180541992,8.391064643859863,4.11
Northanger Abbey,0.06788095831871033,91631.0,25.390689849853516,118.78608703613281,0.0961485207080841,0.0551399290561676,0.47908008098602295,0.4380151331424713,1.4284265041351318,0.49455851316452026,0.497392475605011,64.3646240234375,9.574734687805176,0.013509949669241905,0.027445435523986816,0.002165115438401699,0.08177696168422699,6.502669566543773e-05,0.0874992161989212,0.19722476601600647,127.23429107666016,9.11816692352295,8.144184112548828,3.81
The Return of the Native,0.06245799362659454,171107.0,19.1552677154541,86.20250701904297,0.02653084136545658,0.031680285930633545,0.5498712658882141,0.4676821231842041,1.3530642986297607,0.474960058927536,0.49482905864715576,76.34709930419922,6.531111717224121,-0.004237135406583548,0.021457385271787643,-0.0022918772883713245,0.07194695621728897,0.00016314417007379234,0.07620292156934738,0.2086692899465561,126.82312774658203,9.298075675964355,7.8575119972229,3.85
Mansfield Park,0.044309865683317184,186753.0,27.13658905029297,127.07221984863281,0.057250797748565674,0.04024992883205414,0.4077303111553192,0.39441969990730286,1.4088340997695923,0.5045616626739502,0.5022922158241272,64.38803100585938,9.971430778503418,0.01763084903359413,0.027822241187095642,0.003935286775231361,0.07993349432945251,6.340975960483775e-05,0.08286935091018677,0.20139378309249878,108.07841491699219,9.039094924926758,8.117514610290527,3.85
The Voyage Out,0.05980110540986061,165415.0,19.70928192138672,89.85142517089844,0.016442272812128067,0.03514833748340607,0.4510901868343353,0.442178338766098,1.3717972040176392,0.46106499433517456,0.47651371359825134,74.47879791259766,6.861090660095215,0.003336989087983966,0.022505633533000946,-0.019758768379688263,0.07371611893177032,6.676506018266082e-05,0.07215087860822678,0.20677883923053741,125.53478240966797,9.343648910522461,7.990285873413086,3.76
Jude the Obscure,0.06401728093624115,176343.0,18.969022750854492,84.62332153320312,0.07497042417526245,0.030977735295891762,0.5595353245735168,0.473505437374115,1.353518009185791,0.4674541652202606,0.5007267594337463,76.62921142578125,6.4133195877075195,0.003698835615068674,0.02426149696111679,0.005883280653506517,0.07187666743993759,0.00015995706780813634,0.07583384215831757,0.2104208767414093,125.99471282958984,9.260848999023438,7.834531307220459,3.82
Daddy-Long-Legs,0.11507873237133026,43883.0,17.153125762939453,80.373046875,0.09062500298023224,0.09648437798023224,0.4140625,0.5333048701286316,1.3699718713760376,0.46628570556640625,0.496654748916626,76.41651916503906,6.154344081878662,0.01608850061893463,0.02724657952785492,0.01405850239098072,0.08927255868911743,0.000518860702868551,0.07045730203390121,0.2088317722082138,198.52008056640625,9.127641677856445,7.99090051651001,4.12
Emma,0.04179017245769501,191624.0,25.6602840423584,116.93224334716797,0.07364756613969803,0.023299410939216614,0.46464917063713074,0.38692450523376465,1.4001274108886719,0.4933381974697113,0.49851194024086,67.0573959350586,9.126047134399414,0.02587772160768509,0.031079571694135666,0.016655035316944122,0.08286071568727493,0.00017207098426297307,0.09170614928007126,0.20974546670913696,99.04348754882812,8.9788236618042,8.020122528076172,3.99
Sense and Sensibility,0.04726096987724304,141364.0,29.23180389404297,137.39495849609375,0.05976013094186783,0.033291976898908615,0.4743589758872986,0.3827458620071411,1.4419708251953125,0.4918433725833893,0.5068404078483582,60.02168655395508,10.962997436523438,0.011110887862741947,0.028887970373034477,0.008867357857525349,0.0766909271478653,0.00015219816123135388,0.08315936475992203,0.19630169868469238,106.31097412109375,9.022570610046387,8.379384994506836,4.07
Summer,0.09268489480018616,67012.0,23.55777931213379,109.31963348388672,0.00842992588877678,0.03863716125488281,0.42149630188941956,0.49853068590164185,1.3322809934616089,0.47921115159988403,0.4812861680984497,73.91102600097656,7.897490501403809,-0.004023328889161348,0.013176155276596546,-0.00028100083000026643,0.06887746602296829,0.00010583025868982077,0.060869958251714706,0.1987476348876953,183.4998016357422,9.01862907409668,7.926736354827881,3.94
The American,0.055894721299409866,165275.0,17.227163314819336,75.6201400756836,0.02156025357544422,0.029476096853613853,0.5506718158721924,0.45575475692749023,1.371553659439087,0.465618759393692,0.49073711037635803,76.75203704833984,5.992671489715576,0.017437202855944633,0.029970860108733177,-0.0015338168013840914,0.08382546156644821,0.006185288541018963,0.06809129565954208,0.21564380824565887,117.33463287353516,9.091697692871094,8.002511978149414,4.11
The Reef,0.07068441063165665,115471.0,22.163915634155273,101.15950012207031,0.03570057451725006,0.054510556161403656,0.5241842865943909,0.4716981053352356,1.3580855131149292,0.4914613366127014,0.5003857016563416,73.2532730102539,7.615900993347168,0.004099444951862097,0.02401289902627468,-0.0071340021677315235,0.06726245582103729,0.001125955837778747,0.0676688626408577,0.19944138824939728,145.01327514648438,9.065093040466309,8.10280704498291,3.91
Where There's a Will,0.06130912899971008,83185.0,16.94195556640625,69.89897918701172,0.03380855545401573,0.016904277727007866,0.6289205551147461,0.44924497604370117,1.2697583436965942,0.4694065749645233,0.5045956969261169,86.07642364501953,4.517716884613037,0.0008005647105164826,0.023949449881911278,0.004021171946078539,0.061039216816425323,0.000170515151694417,0.06782813370227814,0.2212160974740982,144.45370483398438,8.770997047424316,7.4157938957214355,3.58
The Scarlet Car,0.12519797682762146,27149.0,16.40423011779785,71.29244995117188,0.014501510187983513,0.015105740167200565,0.5003021359443665,0.536218523979187,1.3243484497070312,0.4188249409198761,0.4665760397911072,81.71235656738281,5.064187049865723,-0.011620629578828812,0.019042594358325005,-0.013365127146244049,0.06628825515508652,7.993397055372498e-09,0.06530413776636124,0.20482005178928375,257.689697265625,8.92381763458252,7.82656717300415,3.29
Miss Billy's Decision,0.0630345344543457,91902.0,16.132701873779297,68.61207580566406,0.054239071905612946,0.02685623988509178,0.6447253227233887,0.4426388144493103,1.342553973197937,0.4326803982257843,0.46202412247657776,80.8951644897461,5.001210689544678,0.0031519995536655188,0.027293724939227104,0.0015550068346783519,0.07693289965391159,0.0001729779614834115,0.10560398548841476,0.21446679532527924,120.66862487792969,8.990315437316895,7.922761917114258,3.75
